Order Id,OrderDate,CustomerID,CustomerName,Product,Category,Quantity,Price
5097,05-01-2023,CUST0477,Anjali,Mobile,Electronics,2,35575
5098,05-01-2023,CUST0703,Vivek,Bag,Fashion,1,891
5099,05-01-2023,CUST0402,Arjun,Bag,Fashion,2,748
5100,05-01-2023,CUST0730,Vivek,Headphones,Electronics,2,3550
5101,05-01-2023,CUST0556,Suresh,Headphones,Electronics,4,2060
5102,05-01-2023,CUST0162,Manish,Laptop,Electronics,1,89438
5103,05-01-2023,CUST0202,Karan,T-shirt,Fashion,3,576
5104,05-01-2023,CUST0958,Suresh,T-shirt,Fashion,2,686
5105,05-01-2023,CUST0996,Sneha,Laptop,Electronics,1,137661
5106,05-01-2023,CUST0270,Priya,Laptop,Electronics,3,146945
5107,05-01-2023,CUST0863,Raj,Shoes,Fashion,2,1090
5108,05-01-2023,CUST0816,Vivek,Shoes,Fashion,1,1992
5109,05-01-2023,CUST0271,Vivek,Watch,Accessories,4,4203
5110,05-01-2023,CUST0456,Riya,Watch,Accessories,2,4616
5111,05-01-2023,CUST0462,Rohit,Watch,Accessories,2,1752
5112,05-01-2023,CUST0727,Amit,Watch,Accessories,1,2919
5113,05-01-2023,CUST0252,Sneha,Headphones,Electronics,2,3136
5114,05-01-2023,CUST0702,Suresh,Headphones,Electronics,3,2035
5115,05-01-2023,CUST0296,Suresh,Shoes,Fashion,2,1799
5116,05-01-2023,CUST0725,Suresh,T-shirt,Fashion,5,988
5117,05-01-2023,CUST0720,Priya,Laptop,Electronics,3,76884
5118,05-01-2023,CUST0749,Vivek,Bag,Fashion,1,815
5119,05-01-2023,CUST0338,Simran,T-shirt,Fashion,3,863
5120,05-01-2023,CUST0879,Arjun,Mobile,Electronics,5,36022
5121,06-01-2023,CUST0053,Sneha,Headphones,Electronics,5,2056
5122,06-01-2023,CUST0792,Manish,Watch,Accessories,2,3670
5123,06-01-2023,CUST0922,Rahul,Watch,Accessories,2,4421
5124,06-01-2023,CUST0217,Riya,Mobile,Electronics,4,72399
5125,06-01-2023,CUST0764,Anjali,T-shirt,Fashion,3,911
5126,06-01-2023,CUST0188,Anjali,Watch,Accessories,4,3761
5127,06-01-2023,CUST0380,Simran,T-shirt,Fashion,5,1138
5128,06-01-2023,CUST0493,Amit,Laptop,Electronics,2,69639
5129,06-01-2023,CUST0041,Sneha,Mobile,Electronics,2,44621
5130,06-01-2023,CUST0157,Rohit,Bag,Fashion,2,1229
5131,06-01-2023,CUST0015,Rahul,T-shirt,Fashion,1,899
5132,06-01-2023,CUST0813,Suresh,Laptop,Electronics,5,53079
5133,06-01-2023,CUST0065,Divya,T-shirt,Fashion,2,339
5134,06-01-2023,CUST0857,Neha,T-shirt,Fashion,5,1051
5135,06-01-2023,CUST0839,Anjali,Watch,Accessories,2,4903
5136,06-01-2023,CUST0521,Niharika,Shoes,Fashion,3,1742
5137,06-01-2023,CUST0344,Neha,Headphones,Electronics,5,1447
5138,06-01-2023,CUST0129,Pooja,T-shirt,Fashion,4,481
5139,06-01-2023,CUST0648,Suresh,T-shirt,Fashion,1,564
5140,06-01-2023,CUST0472,Karan,T-shirt,Fashion,4,1070
5141,06-01-2023,CUST0063,Riya,Shoes,Fashion,5,2356
5142,06-01-2023,CUST0139,Priya,Laptop,Electronics,2,73630
5143,06-01-2023,CUST0499,Divya,Bag,Fashion,5,931
5144,06-01-2023,CUST0593,Sneha,Bag,Fashion,1,1719
5145,07-01-2023,CUST0392,Pooja,Mobile,Electronics,5,55564
5146,07-01-2023,CUST0675,Neha,Watch,Accessories,2,2027
5147,07-01-2023,CUST0419,Rahul,Shoes,Fashion,4,2025
5148,07-01-2023,CUST0289,Rahul,Laptop,Electronics,3,108458
5149,07-01-2023,CUST0379,Niharika,T-shirt,Fashion,4,1029
5150,07-01-2023,CUST0773,Riya,Laptop,Electronics,2,135836
5151,07-01-2023,CUST0490,Divya,Shoes,Fashion,2,1956
5152,07-01-2023,CUST0231,Anjali,Shoes,Fashion,1,1962
5153,07-01-2023,CUST0041,Aditya,Shoes,Fashion,5,1468
5154,07-01-2023,CUST0028,Rohit,Mobile,Electronics,5,27230
5155,07-01-2023,CUST0135,Sneha,Headphones,Electronics,4,2917
5156,07-01-2023,CUST0201,Riya,Watch,Accessories,3,4586
5157,07-01-2023,CUST0840,Amit,Mobile,Electronics,3,52730
5158,07-01-2023,CUST0780,Aditya,Mobile,Electronics,1,13323
5159,07-01-2023,CUST0930,Raj,Headphones,Electronics,2,1245
5160,07-01-2023,CUST0033,Niharika,Mobile,Electronics,1,19963
5161,07-01-2023,CUST0048,Divya,Shoes,Fashion,5,2159
5162,07-01-2023,CUST0503,Simran,Shoes,Fashion,2,818
5163,07-01-2023,CUST0407,Anjali,Laptop,Electronics,1,55437
5164,07-01-2023,CUST0574,Neha,T-shirt,Fashion,4,771
5165,07-01-2023,CUST0728,Niharika,Mobile,Electronics,5,20847
5166,07-01-2023,CUST0805,Vivek,T-shirt,Fashion,3,464
5167,07-01-2023,CUST0099,Priya,Watch,Accessories,1,2444
5168,07-01-2023,CUST0684,Karan,Bag,Fashion,5,1699
5169,08-01-2023,CUST0872,Riya,Shoes,Fashion,5,2408
5170,08-01-2023,CUST0726,Arjun,Laptop,Electronics,3,102423
5171,08-01-2023,CUST0987,Amit,Watch,Accessories,3,4563
5172,08-01-2023,CUST0547,Arjun,Laptop,Electronics,3,41979
5173,08-01-2023,CUST0961,Aditya,Bag,Fashion,1,1168
5174,08-01-2023,CUST0739,Anjali,Bag,Fashion,3,1325
5175,08-01-2023,CUST0613,Raj,Headphones,Electronics,4,1615
5176,08-01-2023,CUST0943,Raj,Shoes,Fashion,5,1078
5177,08-01-2023,CUST0462,Rohit,Watch,Accessories,3,3830
5178,08-01-2023,CUST0643,Sneha,Headphones,Electronics,5,1802
5179,08-01-2023,CUST0769,Suresh,Bag,Fashion,2,804
5180,08-01-2023,CUST0005,Arjun,Watch,Accessories,2,5704
5181,08-01-2023,CUST0218,Sneha,Laptop,Electronics,3,95619
5182,08-01-2023,CUST0503,Niharika,Headphones,Electronics,5,2029
5183,08-01-2023,CUST0767,Sakshi,Headphones,Electronics,2,2761
5184,08-01-2023,CUST0398,Vivek,Shoes,Fashion,3,1257
5185,08-01-2023,CUST0871,Rohit,T-shirt,Fashion,5,486
5186,08-01-2023,CUST0795,Simran,Laptop,Electronics,3,75297
5187,08-01-2023,CUST0393,Amit,Laptop,Electronics,5,76680
5188,08-01-2023,CUST0207,Simran,Headphones,Electronics,2,2332
5189,08-01-2023,CUST0015,Suresh,Headphones,Electronics,3,2692
5190,08-01-2023,CUST0858,Sneha,Shoes,Fashion,2,1319
5191,08-01-2023,CUST0554,Simran,T-shirt,Fashion,3,352
5192,08-01-2023,CUST0892,Rahul,Laptop,Electronics,1,74189
5193,09-01-2023,CUST0461,Vivek,Bag,Fashion,2,1722
5194,09-01-2023,CUST0691,Priya,Mobile,Electronics,2,32152
5195,09-01-2023,CUST0575,Priya,Mobile,Electronics,4,36445
5196,09-01-2023,CUST0864,Suresh,T-shirt,Fashion,2,797
5197,09-01-2023,CUST0743,Niharika,Watch,Accessories,5,2695
5198,09-01-2023,CUST0241,Anjali,Shoes,Fashion,3,885
5199,09-01-2023,CUST0564,Sneha,T-shirt,Fashion,1,857
5200,09-01-2023,CUST0096,Simran,Mobile,Electronics,5,35433
5201,09-01-2023,CUST0900,Vivek,Headphones,Electronics,5,2009
5202,09-01-2023,CUST0734,Karan,Mobile,Electronics,5,68860
5203,09-01-2023,CUST0485,Aditya,Headphones,Electronics,5,2450
5204,09-01-2023,CUST0407,Manish,Shoes,Fashion,1,1465
5205,09-01-2023,CUST0231,Rohit,Headphones,Electronics,4,1953
5206,09-01-2023,CUST0749,Niharika,T-shirt,Fashion,2,1142
5207,09-01-2023,CUST0655,Vivek,Headphones,Electronics,5,1904
5208,09-01-2023,CUST0171,Divya,Watch,Accessories,2,3182
5209,09-01-2023,CUST0541,Anjali,T-shirt,Fashion,2,594
5210,09-01-2023,CUST0036,Arjun,Shoes,Fashion,5,1068
5211,09-01-2023,CUST0525,Neha,T-shirt,Fashion,4,944
5212,09-01-2023,CUST0160,Neha,Watch,Accessories,2,5133
5213,09-01-2023,CUST0839,Suresh,Shoes,Fashion,3,1334
5214,09-01-2023,CUST0699,Sakshi,Mobile,Electronics,2,42121
5215,09-01-2023,CUST0243,Rohit,Watch,Accessories,5,3635
5216,09-01-2023,CUST0086,Suresh,Shoes,Fashion,1,1724
5217,10-01-2023,CUST0796,Simran,Bag,Fashion,2,610
5218,10-01-2023,CUST0578,Simran,Headphones,Electronics,4,1383
5219,10-01-2023,CUST0682,Sneha,T-shirt,Fashion,3,453
5220,10-01-2023,CUST0557,Niharika,Shoes,Fashion,3,2286
5221,10-01-2023,CUST0574,Rohit,T-shirt,Fashion,1,868
5222,10-01-2023,CUST0953,Rohit,Headphones,Electronics,1,1568
5223,10-01-2023,CUST0646,Amit,Shoes,Fashion,2,1979
5224,10-01-2023,CUST0796,Divya,Mobile,Electronics,5,11648
5225,10-01-2023,CUST0028,Niharika,Bag,Fashion,4,1841
5226,10-01-2023,CUST0620,Aditya,Bag,Fashion,3,737
5227,10-01-2023,CUST0556,Riya,Watch,Accessories,1,3881
5228,10-01-2023,CUST0340,Niharika,Shoes,Fashion,4,905
5229,10-01-2023,CUST0798,Vivek,Headphones,Electronics,5,2522
5230,10-01-2023,CUST0958,Pooja,Shoes,Fashion,3,2494
5231,10-01-2023,CUST0331,Manish,T-shirt,Fashion,3,1009
5232,10-01-2023,CUST0640,Divya,Laptop,Electronics,5,73149
5233,10-01-2023,CUST0506,Manish,Shoes,Fashion,3,1488
5234,10-01-2023,CUST0348,Karan,Bag,Fashion,5,760
5235,10-01-2023,CUST0473,Aditya,Bag,Fashion,3,1816
5236,10-01-2023,CUST0231,Aditya,Bag,Fashion,2,1858
5237,10-01-2023,CUST0190,Vivek,Mobile,Electronics,5,70046
5238,10-01-2023,CUST0225,Rohit,Shoes,Fashion,4,1619
5239,10-01-2023,CUST0385,Amit,Watch,Accessories,2,5574
5240,10-01-2023,CUST0377,Manish,Shoes,Fashion,4,1508
5241,11-01-2023,CUST0283,Riya,Laptop,Electronics,3,137504
5242,11-01-2023,CUST0958,Priya,Bag,Fashion,4,1406
5243,11-01-2023,CUST0633,Niharika,T-shirt,Fashion,2,854
5244,11-01-2023,CUST0628,Pooja,Bag,Fashion,5,1977
5245,11-01-2023,CUST0973,Karan,Shoes,Fashion,1,1462
5246,11-01-2023,CUST0745,Riya,Mobile,Electronics,4,33102
5247,11-01-2023,CUST0259,Riya,Headphones,Electronics,1,3489
5248,11-01-2023,CUST0359,Manish,Shoes,Fashion,4,1262
5249,11-01-2023,CUST0710,Pooja,Shoes,Fashion,4,1654
5250,11-01-2023,CUST0456,Neha,Watch,Accessories,5,2442
5251,11-01-2023,CUST0411,Pooja,Mobile,Electronics,3,57719
5252,11-01-2023,CUST0649,Suresh,Laptop,Electronics,2,113885
5253,11-01-2023,CUST0318,Rahul,Headphones,Electronics,2,3119
5254,11-01-2023,CUST0677,Riya,Bag,Fashion,2,1761
5255,11-01-2023,CUST0225,Simran,T-shirt,Fashion,3,602
5256,11-01-2023,CUST0819,Anjali,Shoes,Fashion,1,1469
5257,11-01-2023,CUST0234,Suresh,Laptop,Electronics,2,100012
5258,11-01-2023,CUST0684,Rohit,Headphones,Electronics,1,3368
5259,11-01-2023,CUST0664,Anjali,T-shirt,Fashion,3,620
5260,11-01-2023,CUST0975,Amit,Laptop,Electronics,3,42106
5261,11-01-2023,CUST0827,Divya,Mobile,Electronics,5,23669
5262,11-01-2023,CUST0374,Raj,Mobile,Electronics,2,35223
5263,11-01-2023,CUST0672,Rohit,Headphones,Electronics,5,3738
5264,11-01-2023,CUST0608,Suresh,Bag,Fashion,2,935
5265,12-01-2023,CUST0472,Manish,T-shirt,Fashion,3,445
5266,12-01-2023,CUST0233,Rohit,Mobile,Electronics,3,37482
5267,12-01-2023,CUST0692,Anjali,Headphones,Electronics,4,3825
5268,12-01-2023,CUST0113,Riya,Mobile,Electronics,4,44143
5269,12-01-2023,CUST0830,Vivek,Mobile,Electronics,3,34240
5270,12-01-2023,CUST0497,Raj,Laptop,Electronics,3,50015
5271,12-01-2023,CUST0442,Sneha,Laptop,Electronics,1,122164
5272,12-01-2023,CUST0564,Rahul,Mobile,Electronics,1,73023
5273,12-01-2023,CUST0268,Raj,Watch,Accessories,5,3848
5274,12-01-2023,CUST0510,Anjali,Laptop,Electronics,4,103925
5275,12-01-2023,CUST0807,Rohit,T-shirt,Fashion,4,1167
5276,12-01-2023,CUST0386,Karan,Headphones,Electronics,3,2947
5277,12-01-2023,CUST0387,Manish,Headphones,Electronics,3,3572
5278,12-01-2023,CUST0113,Sakshi,Bag,Fashion,5,1313
5279,12-01-2023,CUST0613,Riya,T-shirt,Fashion,4,779
5280,12-01-2023,CUST0625,Manish,T-shirt,Fashion,1,714
5281,12-01-2023,CUST0952,Riya,T-shirt,Fashion,2,464
5282,12-01-2023,CUST0081,Sneha,Bag,Fashion,5,1825
5283,12-01-2023,CUST0699,Anjali,T-shirt,Fashion,2,420
5284,12-01-2023,CUST0113,Sakshi,Shoes,Fashion,1,887
5285,12-01-2023,CUST0002,Priya,Bag,Fashion,1,1740
5286,12-01-2023,CUST0642,Divya,Headphones,Electronics,2,1372
5287,12-01-2023,CUST0220,Rohit,Shoes,Fashion,5,1613
5288,12-01-2023,CUST0566,Rohit,Bag,Fashion,2,678
5289,13-01-2023,CUST0855,Raj,Mobile,Electronics,5,59314
5290,13-01-2023,CUST0997,Priya,Mobile,Electronics,5,51965
5291,13-01-2023,CUST0736,Priya,Headphones,Electronics,3,3148
5292,13-01-2023,CUST0225,Simran,Mobile,Electronics,4,77957
5293,13-01-2023,CUST0385,Suresh,T-shirt,Fashion,4,1007
5294,13-01-2023,CUST0403,Neha,Bag,Fashion,1,702
5295,13-01-2023,CUST0638,Simran,Shoes,Fashion,3,846
5296,13-01-2023,CUST0130,Sneha,T-shirt,Fashion,4,762
5297,13-01-2023,CUST0053,Niharika,Mobile,Electronics,5,38317
5298,13-01-2023,CUST0684,Amit,Laptop,Electronics,5,106753
5299,13-01-2023,CUST0730,Rohit,Shoes,Fashion,2,1226
5300,13-01-2023,CUST0672,Arjun,T-shirt,Fashion,2,1090
5301,13-01-2023,CUST0710,Divya,Bag,Fashion,5,816
5302,13-01-2023,CUST0416,Aditya,Headphones,Electronics,5,2302
5303,13-01-2023,CUST0247,Manish,T-shirt,Fashion,2,720
5304,13-01-2023,CUST0836,Anjali,Laptop,Electronics,4,53580
5305,13-01-2023,CUST0439,Vivek,Mobile,Electronics,1,30742
5306,13-01-2023,CUST0203,Karan,Shoes,Fashion,2,2249
5307,13-01-2023,CUST0184,Neha,Headphones,Electronics,4,3013
5308,13-01-2023,CUST0123,Sneha,Shoes,Fashion,4,1227
5309,13-01-2023,CUST0401,Karan,Headphones,Electronics,4,1196
5310,13-01-2023,CUST0767,Neha,Bag,Fashion,3,1739
5311,13-01-2023,CUST0294,Rohit,Shoes,Fashion,3,1595
5312,13-01-2023,CUST0280,Neha,Mobile,Electronics,4,79585
5313,14-01-2023,CUST0837,Simran,Bag,Fashion,5,597
5314,14-01-2023,CUST0884,Priya,Bag,Fashion,3,1753
5315,14-01-2023,CUST0610,Simran,Headphones,Electronics,2,2080
5316,14-01-2023,CUST0198,Raj,Watch,Accessories,3,1542
5317,14-01-2023,CUST0982,Karan,Shoes,Fashion,5,1041
5318,14-01-2023,CUST0907,Rahul,Shoes,Fashion,1,2377
5319,14-01-2023,CUST0511,Anjali,T-shirt,Fashion,3,394
5320,14-01-2023,CUST0752,Suresh,Headphones,Electronics,4,2769
5321,14-01-2023,CUST0144,Suresh,Laptop,Electronics,4,78653
5322,14-01-2023,CUST0609,Neha,Watch,Accessories,4,5783
5323,14-01-2023,CUST0201,Sneha,Mobile,Electronics,1,18576
5324,14-01-2023,CUST0124,Vivek,T-shirt,Fashion,5,1118
5325,14-01-2023,CUST0187,Priya,Watch,Accessories,2,4971
5326,14-01-2023,CUST0326,Sakshi,Headphones,Electronics,5,1948
5327,14-01-2023,CUST0464,Amit,Watch,Accessories,1,3196
5328,14-01-2023,CUST0349,Arjun,Bag,Fashion,4,586
5329,14-01-2023,CUST0771,Divya,Shoes,Fashion,5,1288
5330,14-01-2023,CUST0660,Rahul,Bag,Fashion,2,725
5331,14-01-2023,CUST0764,Aditya,Shoes,Fashion,4,2480
5332,14-01-2023,CUST0955,Aditya,T-shirt,Fashion,2,644
5333,14-01-2023,CUST0932,Rahul,Headphones,Electronics,3,2697
5334,14-01-2023,CUST0403,Rahul,Headphones,Electronics,2,1317
5335,14-01-2023,CUST0346,Divya,Watch,Accessories,4,5315
5336,14-01-2023,CUST0963,Arjun,T-shirt,Fashion,3,595
5337,15-01-2023,CUST0511,Pooja,Headphones,Electronics,4,1213
5338,15-01-2023,CUST0147,Divya,Laptop,Electronics,4,62340
5339,15-01-2023,CUST0148,Manish,Laptop,Electronics,3,115723
5340,15-01-2023,CUST0864,Suresh,Bag,Fashion,2,634
5341,15-01-2023,CUST0711,Aditya,Shoes,Fashion,1,1324
5342,15-01-2023,CUST0820,Aditya,Watch,Accessories,1,1503
5343,15-01-2023,CUST0489,Manish,Mobile,Electronics,1,67995
5344,15-01-2023,CUST0929,Sneha,Shoes,Fashion,1,1888
5345,15-01-2023,CUST0936,Amit,T-shirt,Fashion,5,1094
5346,15-01-2023,CUST0640,Manish,Headphones,Electronics,1,2186
5347,15-01-2023,CUST0551,Amit,Shoes,Fashion,3,1840
5348,15-01-2023,CUST0338,Suresh,Mobile,Electronics,1,65839
5349,15-01-2023,CUST0872,Aditya,Mobile,Electronics,4,74723
5350,15-01-2023,CUST0641,Aditya,Laptop,Electronics,1,83442
5351,15-01-2023,CUST0779,Neha,T-shirt,Fashion,2,572
5352,15-01-2023,CUST0988,Rohit,Shoes,Fashion,3,1089
5353,15-01-2023,CUST0953,Vivek,Watch,Accessories,3,2302
5354,15-01-2023,CUST0473,Vivek,Shoes,Fashion,5,1282
5355,15-01-2023,CUST0946,Karan,Laptop,Electronics,4,119845
5356,15-01-2023,CUST0151,Amit,Bag,Fashion,3,733
5357,15-01-2023,CUST0415,Divya,Mobile,Electronics,2,10693
5358,15-01-2023,CUST0990,Priya,T-shirt,Fashion,1,445
5359,15-01-2023,CUST0298,Suresh,T-shirt,Fashion,3,861
5360,15-01-2023,CUST0611,Vivek,Watch,Accessories,2,3977
5361,16-01-2023,CUST0263,Sneha,T-shirt,Fashion,1,731
5362,16-01-2023,CUST0764,Karan,Laptop,Electronics,5,146086
5363,16-01-2023,CUST0144,Rohit,Laptop,Electronics,3,114710
5364,16-01-2023,CUST0346,Sakshi,Laptop,Electronics,3,51352
5365,16-01-2023,CUST0624,Rahul,T-shirt,Fashion,2,710
5366,16-01-2023,CUST0572,Anjali,T-shirt,Fashion,4,1196
5367,16-01-2023,CUST0881,Sakshi,Laptop,Electronics,5,93076
5368,16-01-2023,CUST0002,Sakshi,T-shirt,Fashion,4,1126
5369,16-01-2023,CUST0897,Suresh,T-shirt,Fashion,3,540
5370,16-01-2023,CUST0304,Arjun,Mobile,Electronics,4,55833
5371,16-01-2023,CUST0254,Niharika,Shoes,Fashion,1,1022
5372,16-01-2023,CUST0652,Arjun,Headphones,Electronics,5,2571
5373,16-01-2023,CUST0453,Simran,T-shirt,Fashion,4,964
5374,16-01-2023,CUST0037,Karan,Headphones,Electronics,1,1267
5375,16-01-2023,CUST0160,Pooja,Bag,Fashion,2,1068
5376,16-01-2023,CUST0009,Sneha,Headphones,Electronics,4,2145
5377,16-01-2023,CUST0233,Neha,Mobile,Electronics,5,47489
5378,16-01-2023,CUST0099,Aditya,T-shirt,Fashion,1,551
5379,16-01-2023,CUST0659,Niharika,Laptop,Electronics,4,147507
5380,16-01-2023,CUST0816,Manish,Headphones,Electronics,2,2477
5381,16-01-2023,CUST0208,Aditya,T-shirt,Fashion,4,925
5382,16-01-2023,CUST0131,Suresh,Watch,Accessories,1,5566
5383,16-01-2023,CUST0404,Simran,Bag,Fashion,4,1891
5384,16-01-2023,CUST0152,Vivek,Laptop,Electronics,5,132981
5385,17-01-2023,CUST0054,Raj,Watch,Accessories,3,5850
5386,17-01-2023,CUST0120,Sakshi,Watch,Accessories,1,2986
5387,17-01-2023,CUST0673,Raj,Headphones,Electronics,1,2973
5388,17-01-2023,CUST0920,Arjun,Watch,Accessories,1,2916
5389,17-01-2023,CUST0628,Pooja,Mobile,Electronics,1,39433
5390,17-01-2023,CUST0587,Pooja,Mobile,Electronics,4,86574
5391,17-01-2023,CUST0625,Sneha,Headphones,Electronics,5,2157
5392,17-01-2023,CUST0968,Niharika,T-shirt,Fashion,2,864
5393,17-01-2023,CUST0420,Rahul,Shoes,Fashion,5,2191
